,Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
25,KEGG_2019_Mouse,cGMP-PKG signaling pathway,4/172,0.0573326068178311,0.3419925844282502,0,0,2.8548199767711964,8.16160418666014,MEF2A;MRVI1;IRS2;SLC25A4
26,KEGG_2019_Mouse,HIF-1 signaling pathway,3/104,0.0573527936618804,0.3419925844282502,0,0,3.551935193519352,10.153326536468136,LDHA;ALDOA;IGF1R
27,KEGG_2019_Mouse,Necroptosis,4/176,0.0613455218998938,0.3527367509243898,0,0,2.787861599546228,7.781571583671084,PYCARD;FTL1;BAX;SLC25A4
28,KEGG_2019_Mouse,Riboflavin metabolism,1/8,0.0652679868887542,0.3547938813783558,0,0,16.958939264328485,46.28524620277552,BLVRB
29,KEGG_2019_Mouse,Cysteine and methionine metabolism,2/50,0.0661106611264017,0.3547938813783558,0,0,4.965863453815261,13.48939691018369,LDHA;BCAT2
30,KEGG_2019_Mouse,Transcriptional misregulation in cancer,4/183,0.0687166518542777,0.3567320906457868,0,0,2.6778852704728164,7.170744034452795,SMAD1;FUS;BAX;IGF1R
31,KEGG_2019_Mouse,Cellular senescence,4/185,0.070903272674939,0.3567320906457868,0,0,2.6480258725239185,7.007838114504317,TGFB1;CCNE1;RRAS2;SLC25A4
32,KEGG_2019_Mouse,Oocyte meiosis,3/116,0.0743378515238672,0.3626786089497765,0,0,3.172807723250201,8.246555650012564,CCNE1;PLK1;IGF1R
33,KEGG_2019_Mouse,Pathways in cancer,8/535,0.0824348457992067,0.3903532404021259,0,0,1.831593927893738,4.57119513417906,FGF15;TGFB1;CTBP2;COL4A1;CCNE1;BAX;FGF3;IGF1R
34,KEGG_2019_Mouse,Lysosome,3/124,0.086758054114958,0.3990870489288071,0,0,2.9618332081142,7.24059230331588,HGSNAT;ASAH1;CTSC
35,KEGG_2019_Mouse,Proteoglycans in cancer,4/203,0.0921481489046802,0.4121069992681534,0,0,2.4062997916411324,5.737479395602172,TGFB1;RRAS2;IQGAP1;IGF1R
36,KEGG_2019_Mouse,Central carbon metabolism in cancer,2/64,0.1009584075009828,0.4340778122715107,0,0,3.841818888457054,8.809469946980194,LDHA;SLC1A5
37,KEGG_2019_Mouse,MAPK signaling pathway,5/294,0.1024531482379963,0.4340778122715107,0,0,2.0743201647313563,4.726026673705786,FGF15;TGFB1;RRAS2;FGF3;IGF1R
38,KEGG_2019_Mouse,p53 signaling pathway,2/71,0.1199118842134457,0.4938182714424272,0,0,3.4508468657237645,7.319239659913333,CCNE1;BAX
39,KEGG_2019_Mouse,Adherens junction,2/72,0.1226877693024663,0.4938182714424272,0,0,3.4013769363166952,7.1364718479802844,IQGAP1;IGF1R
40,KEGG_2019_Mouse,Glioma,2/75,0.1311075026769419,0.4938667596021499,0,0,3.2610991912856906,6.6256980438208775,BAX;IGF1R
41,KEGG_2019_Mouse,Pancreatic cancer,2/75,0.1311075026769419,0.4938667596021499,0,0,3.2610991912856906,6.6256980438208775,TGFB1;BAX
42,KEGG_2019_Mouse,Non-alcoholic fatty liver disease (NAFLD),3/151,0.1343343260752748,0.4938667596021499,0,0,2.418181818181818,4.854315288614225,TGFB1;BAX;IRS2
43,KEGG_2019_Mouse,Human immunodeficiency virus 1 infection,4/238,0.1408726880256399,0.4938667596021499,0,0,2.0427350427350426,4.0035537920571125,BST2;TRIM12C;WEE1;BAX
44,KEGG_2019_Mouse,Pantothenate and CoA biosynthesis,1/18,0.1409284209179603,0.4938667596021499,0,0,6.979570271222261,13.676490075658847,BCAT2
45,KEGG_2019_Mouse,Steroid biosynthesis,1/19,0.1481511118902832,0.4938667596021499,0,0,6.591483699268131,12.586586430983072,MSMO1
46,KEGG_2019_Mouse,RNA degradation,2/83,0.1541584344324635,0.4938667596021499,0,0,2.9378253755763795,5.4930707094747735,CNOT7;MPHOSPH6
47,KEGG_2019_Mouse,Peroxisome,2/84,0.1570934837768112,0.4938667596021499,0,0,2.9018513076697032,5.371077828704899,IDH2;NUDT19
48,KEGG_2019_Mouse,Hepatitis B,3/163,0.1578439626479402,0.4938667596021499,0,0,2.2354545454545454,4.126980635888184,TGFB1;CCNE1;BAX
49,KEGG_2019_Mouse,Protein processing in endoplasmic reticulum,3/163,0.1578439626479402,0.4938667596021499,0,0,2.2354545454545454,4.126980635888184,PPP1R15A;SELENOS;BAX
50,KEGG_2019_Mouse,Glycosaminoglycan degradation,1/21,0.1624158954625528,0.4938667596021499,0,0,5.931736526946108,10.781494519707143,HGSNAT
51,KEGG_2019_Mouse,Colorectal cancer,2/88,0.1689359268442536,0.4938667596021499,0,0,2.766321098346876,4.91917112021583,TGFB1;BAX
52,KEGG_2019_Mouse,Mismatch repair,1/22,0.1694589869820146,0.4938667596021499,0,0,5.648987738808098,10.027768646002835,LIG1
53,KEGG_2019_Mouse,Other types of O-glycan biosynthesis,1/22,0.1694589869820146,0.4938667596021499,0,0,5.648987738808098,10.027768646002835,COLGALT1
54,KEGG_2019_Mouse,Hepatocellular carcinoma,3/171,0.1741723628118557,0.4938667596021499,0,0,2.1281385281385283,3.7193687299471336,TGFB1;BAX;IGF1R
55,KEGG_2019_Mouse,Progesterone-mediated oocyte maturation,2/90,0.1749132847819718,0.4938667596021499,0,0,2.7031763417305585,4.712893187631714,PLK1;IGF1R
56,KEGG_2019_Mouse,Mannose type O-glycan biosynthesis,1/23,0.1764432040615205,0.4938667596021499,0,0,5.391943385955362,9.353707458312924,LARGE1
57,KEGG_2019_Mouse,TGF-beta signaling pathway,2/91,0.1779147332728241,0.4938667596021499,0,0,2.6726682008934617,4.614230340699538,SMAD1;TGFB1
58,KEGG_2019_Mouse,PI3K-Akt signaling pathway,5/357,0.1822821382228348,0.4974139704046849,0,0,1.697573898494144,2.889609580812724,FGF15;COL4A1;CCNE1;FGF3;IGF1R
59,KEGG_2019_Mouse,Tuberculosis,3/178,0.1888324447659558,0.5067003934553148,0,0,2.0422857142857143,3.404276239380134,TGFB1;CEBPG;BAX
60,KEGG_2019_Mouse,mRNA surveillance pathway,2/96,0.1930358531709941,0.5091768217688473,0,0,2.5298641374006663,4.16132125161692,SMG1;PCF11
61,KEGG_2019_Mouse,Prostate cancer,2/97,0.1960805152153325,0.5091768217688473,0,0,2.503107165504122,4.078137067452828,CCNE1;IGF1R
62,KEGG_2019_Mouse,Huntington disease,3/192,0.2190280870499599,0.551446068685108,0,0,1.8896584896584896,2.8695509260356182,AP2S1;BAX;SLC25A4
63,KEGG_2019_Mouse,Amoebiasis,2/106,0.2237183301975648,0.551446068685108,0,0,2.285449490268767,3.422157727596387,TGFB1;COL4A1
64,KEGG_2019_Mouse,"Parathyroid hormone synthesis, secretion and action",2/107,0.226809988459694,0.551446068685108,0,0,2.263568559954102,3.3583268958404777,MEF2A;AKAP13
65,KEGG_2019_Mouse,Propanoate metabolism,1/31,0.2302553253538087,0.551446068685108,0,0,3.95249500998004,5.804501666402634,LDHA
66,KEGG_2019_Mouse,Focal adhesion,3/199,0.2344849638519462,0.551446068685108,0,0,1.82152133580705,2.641868630400632,COL4A1;PARVA;IGF1R
67,KEGG_2019_Mouse,Citrate cycle (TCA cycle),1/32,0.2367312088300018,0.551446068685108,0,0,3.824802008885455,5.510889177940895,IDH2
68,KEGG_2019_Mouse,C-type lectin receptor signaling pathway,2/112,0.2423098348809066,0.551446068685108,0,0,2.16013143483023,3.062068528437037,PYCARD;RRAS2
69,KEGG_2019_Mouse,Starch and sucrose metabolism,1/33,0.2431529320668831,0.551446068685108,0,0,3.7050898203592815,5.239236664275881,GPI1
70,KEGG_2019_Mouse,Prion diseases,1/34,0.249520945311785,0.551446068685108,0,0,3.5926329159862096,4.987337627893559,BAX
71,KEGG_2019_Mouse,Base excision repair,1/35,0.2558356951621474,0.551446068685108,0,0,3.486791123635083,4.753262894605294,LIG1
72,KEGG_2019_Mouse,DNA replication,1/35,0.2558356951621474,0.551446068685108,0,0,3.486791123635083,4.753262894605294,LIG1
73,KEGG_2019_Mouse,Fructose and mannose metabolism,1/35,0.2558356951621474,0.551446068685108,0,0,3.486791123635083,4.753262894605294,ALDOA
74,KEGG_2019_Mouse,Rap1 signaling pathway,3/209,0.256884814604864,0.551446068685108,0,0,1.732215357458076,2.354301505298736,FGF15;FGF3;IGF1R
75,KEGG_2019_Mouse,Renin-angiotensin system,1/36,0.2620976243970516,0.5552331253674383,0,0,3.3869974337040207,4.535319056842308,PRCP
76,KEGG_2019_Mouse,Thyroid cancer,1/37,0.2683071722844291,0.5610059056856244,0,0,3.292747837658017,4.332014095552551,BAX
77,KEGG_2019_Mouse,Pyruvate metabolism,1/38,0.2744647743479471,0.5665234444874293,0,0,3.203592814371257,4.14202879511733,LDHA
78,KEGG_2019_Mouse,Sphingolipid signaling pathway,2/124,0.2796394777005975,0.5697131397560249,0,0,1.9464744222792807,2.4803029841252373,ASAH1;BAX
79,KEGG_2019_Mouse,Fat digestion and absorption,1/40,0.2866258653430932,0.5697131397560249,0,0,3.03899892522647,3.797464736411,MOGAT2
80,KEGG_2019_Mouse,Ferroptosis,1/40,0.2866258653430932,0.5697131397560249,0,0,3.03899892522647,3.797464736411,FTL1
81,KEGG_2019_Mouse,Relaxin signaling pathway,2/131,0.3013800423205086,0.5836031347301773,0,0,1.840198001307556,2.207102588732436,TGFB1;COL4A1
82,KEGG_2019_Mouse,Intestinal immune network for IgA production,1/43,0.304488592033136,0.5836031347301773,0,0,2.821499857428001,3.355106586032587,TGFB1
83,KEGG_2019_Mouse,Nucleotide excision repair,1/43,0.304488592033136,0.5836031347301773,0,0,2.821499857428001,3.355106586032587,LIG1
84,KEGG_2019_Mouse,Mineral absorption,1/44,0.3103434666219868,0.5878270367781162,0,0,2.755744325302883,3.2244292995634027,FTL1
85,KEGG_2019_Mouse,Signaling pathways regulating pluripotency of stem cells,2/137,0.3199297403396701,0.5899758440993771,0,0,1.757875948237394,2.00337012516326,SMAD1;IGF1R
86,KEGG_2019_Mouse,Apelin signaling pathway,2/138,0.3230108301154092,0.5899758440993771,0,0,1.7448618001417435,1.971814973899581,MEF2A;RRAS2
87,KEGG_2019_Mouse,Apoptosis,2/141,0.3322327728845112,0.5899758440993771,0,0,1.7069428794313946,1.8809135291692107,BAX;CTSC
88,KEGG_2019_Mouse,Type II diabetes mellitus,1/48,0.3332770640192148,0.5899758440993771,0,0,2.520703274302459,2.769701143886822,IRS2
89,KEGG_2019_Mouse,Sphingolipid metabolism,1/48,0.3332770640192148,0.5899758440993771,0,0,2.520703274302459,2.769701143886822,ASAH1
90,KEGG_2019_Mouse,Amino sugar and nucleotide sugar metabolism,1/49,0.338891000895645,0.5899758440993771,0,0,2.468063872255489,2.670634544999288,GPI1
91,KEGG_2019_Mouse,Notch signaling pathway,1/49,0.338891000895645,0.5899758440993771,0,0,2.468063872255489,2.670634544999288,CTBP2
92,KEGG_2019_Mouse,Measles,2/144,0.3414194796946663,0.5899758440993771,0,0,1.6706261666383846,1.795327403852299,CCNE1;BAX
93,KEGG_2019_Mouse,Arginine and proline metabolism,1/50,0.3444579462443567,0.5899758440993771,0,0,2.4175730172308443,2.576608870544724,OAT
94,KEGG_2019_Mouse,Amyotrophic lateral sclerosis (ALS),1/52,0.3554524232289186,0.6003249556131337,0,0,2.32253140777269,2.4023425734556527,BAX
95,KEGG_2019_Mouse,Endocrine and other factor-regulated calcium reabsorption,1/55,0.3716013729856192,0.6003249556131337,0,0,2.193169217121313,2.171091848630065,AP2S1
96,KEGG_2019_Mouse,mTOR signaling pathway,2/154,0.3717378048323354,0.6003249556131337,0,0,1.5599239061509194,1.5436484384146851,AKT1S1;IGF1R
97,KEGG_2019_Mouse,"Valine, leucine and isoleucine degradation",1/56,0.3768944681315739,0.6003249556131337,0,0,2.153184540010887,2.1010560630930057,BCAT2
98,KEGG_2019_Mouse,Regulation of lipolysis in adipocytes,1/56,0.3768944681315739,0.6003249556131337,0,0,2.153184540010887,2.1010560630930057,IRS2
99,KEGG_2019_Mouse,Ovarian steroidogenesis,1/57,0.3821432418476675,0.6003249556131337,0,0,2.114627887082977,2.0341869389846714,IGF1R
100,KEGG_2019_Mouse,Endometrial cancer,1/58,0.3873480629753814,0.6003249556131337,0,0,2.0774240991700808,1.970294667709124,BAX
101,KEGG_2019_Mouse,Legionellosis,1/58,0.3873480629753814,0.6003249556131337,0,0,2.0774240991700808,1.970294667709124,PYCARD
102,KEGG_2019_Mouse,Inflammatory bowel disease (IBD),1/59,0.3925092974149056,0.6003249556131337,0,0,2.0415032004955607,1.9092036965613843,TGFB1
103,KEGG_2019_Mouse,Lysine degradation,1/59,0.3925092974149056,0.6003249556131337,0,0,2.0415032004955607,1.9092036965613843,COLGALT1
104,KEGG_2019_Mouse,Endocytosis,3/269,0.3939637716970936,0.6003249556131337,0,0,1.3373889268626111,1.2457728690228207,PSD3;AP2S1;IGF1R
105,KEGG_2019_Mouse,Cytosolic DNA-sensing pathway,1/61,0.4027024546970089,0.6003249556131337,0,0,1.973253493013972,1.7947871499976855,PYCARD
106,KEGG_2019_Mouse,Glycerolipid metabolism,1/61,0.4027024546970089,0.6003249556131337,0,0,1.973253493013972,1.7947871499976855,MOGAT2
107,KEGG_2019_Mouse,Long-term depression,1/61,0.4027024546970089,0.6003249556131337,0,0,1.973253493013972,1.7947871499976855,IGF1R
108,KEGG_2019_Mouse,Basal cell carcinoma,1/63,0.4127255804947544,0.6040801678150497,0,0,1.9094069924666797,1.6897724139970696,BAX
109,KEGG_2019_Mouse,Mitophagy,1/63,0.4127255804947544,0.6040801678150497,0,0,1.9094069924666797,1.6897724139970696,RRAS2
110,KEGG_2019_Mouse,Glutathione metabolism,1/64,0.4176742644675872,0.6058158250385725,0,0,1.8790038969679688,1.6404707819286015,IDH2
111,KEGG_2019_Mouse,Non-small cell lung cancer,1/66,0.4274476151028814,0.6144559467103919,0,0,1.821004145555044,1.547714282250887,BAX
112,KEGG_2019_Mouse,Leishmaniasis,1/67,0.432272969291957,0.6158933456283635,0,0,1.7933224460170567,1.5040559791814745,TGFB1
113,KEGG_2019_Mouse,Renal cell carcinoma,1/68,0.4370578963140867,0.617248432513754,0,0,1.7664670658682635,1.462086431204441,TGFB1
114,KEGG_2019_Mouse,Adipocytokine signaling pathway,1/71,0.4511734673154372,0.631642854241612,0,0,1.6905047048759625,1.3454784173682424,IRS2
115,KEGG_2019_Mouse,Bile secretion,1/72,0.4558000248172806,0.6326189999619154,0,0,1.6666104410896516,1.3094576697065454,AQP8
116,KEGG_2019_Mouse,Inositol phosphate metabolism,1/73,0.4603878109720187,0.6335251074059404,0,0,1.6433799068529606,1.2747469135428586,INPP5F
117,KEGG_2019_Mouse,Bacterial invasion of epithelial cells,1/74,0.4649371487041092,0.634363397808149,0,0,1.620785825609056,1.2412837624408704,SEPT1
118,KEGG_2019_Mouse,Pertussis,1/76,0.4739217577029462,0.6370801441529617,0,0,1.5774051896207584,1.177869022954247,PYCARD
119,KEGG_2019_Mouse,Synaptic vesicle cycle,1/77,0.4783576615792221,0.6370801441529617,0,0,1.5565710683895366,1.147810182832934,AP2S1
120,KEGG_2019_Mouse,Salivary secretion,1/78,0.4827563825258467,0.6370801441529617,0,0,1.5362780931643207,1.1187839772227035,KCNN4
121,KEGG_2019_Mouse,Salmonella infection,1/78,0.4827563825258467,0.6370801441529617,0,0,1.5362780931643207,1.1187839772227035,PYCARD
122,KEGG_2019_Mouse,ECM-receptor interaction,1/83,0.5042029969804797,0.6547999280159917,0,0,1.4422374762669783,0.9876100718741042,COL4A1
123,KEGG_2019_Mouse,ErbB signaling pathway,1/84,0.5083850372794967,0.6547999280159917,0,0,1.4247889762643389,0.9638927828480413,NRG1
124,KEGG_2019_Mouse,Rheumatoid arthritis,1/84,0.5083850372794967,0.6547999280159917,0,0,1.4247889762643389,0.9638927828480413,TGFB1
125,KEGG_2019_Mouse,Hypertrophic cardiomyopathy (HCM),1/86,0.5166442082540363,0.6549584057393689,0,0,1.3911236350827756,0.9186991984796388,TGFB1
126,KEGG_2019_Mouse,Insulin secretion,1/86,0.5166442082540363,0.6549584057393689,0,0,1.3911236350827756,0.9186991984796388,KCNN4
127,KEGG_2019_Mouse,Dilated cardiomyopathy (DCM),1/90,0.5327510112228528,0.6698269389688346,0,0,1.3283320998452532,0.8364521975701492,TGFB1
128,KEGG_2019_Mouse,IL-17 signaling pathway,1/91,0.5366936343290662,0.6698269389688346,0,0,1.3135063206919495,0.8174315784823503,ELAVL1
129,KEGG_2019_Mouse,Phosphatidylinositol signaling system,1/98,0.5633812806404936,0.6977260475624575,0,0,1.2182850793258844,0.6990503335790234,INPP5F
130,KEGG_2019_Mouse,Viral carcinogenesis,2/229,0.575501154280466,0.6978857665003346,0,0,1.0405498646568654,0.5749184148727242,CCNE1;BAX
131,KEGG_2019_Mouse,Epstein-Barr virus infection,2/229,0.575501154280466,0.6978857665003346,0,0,1.0405498646568654,0.5749184148727242,CCNE1;BAX
132,KEGG_2019_Mouse,Th17 cell differentiation,1/102,0.5779393269282427,0.6978857665003346,0,0,1.169799015829727,0.641384875357916,TGFB1
133,KEGG_2019_Mouse,Chagas disease (American trypanosomiasis),1/103,0.5815027998002618,0.6978857665003346,0,0,1.158271691910297,0.6279448269342615,TGFB1
134,KEGG_2019_Mouse,Human papillomavirus infection,3/360,0.5851837172518334,0.6978857665003346,0,0,0.991851285968933,0.5314631136373466,COL4A1;CCNE1;BAX
135,KEGG_2019_Mouse,Toxoplasmosis,1/108,0.5988764880478363,0.7089640777625121,0,0,1.103867032290559,0.5659525160126252,TGFB1
136,KEGG_2019_Mouse,Insulin resistance,1/110,0.6056234865274831,0.7117181119045605,0,0,1.0835027193319782,0.543373141515395,IRS2
137,KEGG_2019_Mouse,Glutamatergic synapse,1/114,0.6187808915307637,0.7219110401192244,0,0,1.0449366753219225,0.5015738263666134,HOMER2
138,KEGG_2019_Mouse,Human cytomegalovirus infection,2/255,0.6341133371152091,0.7344765991046667,0,0,0.9323777322729654,0.4247237676978142,AKAP13;BAX
139,KEGG_2019_Mouse,Neurotrophin signaling pathway,1/121,0.6407648417081532,0.7368795679643761,0,0,0.983632734530938,0.4378077997677281,BAX
140,KEGG_2019_Mouse,Osteoclast differentiation,1/128,0.6614881380938604,0.755316242788025,0,0,0.9290867084728182,0.3839573716953891,TGFB1
141,KEGG_2019_Mouse,Spliceosome,1/132,0.6727918482196763,0.7628132926997738,0,0,0.9005348082461032,0.3568993127609721,SNRPA1
142,KEGG_2019_Mouse,MicroRNAs in cancer,2/281,0.6862503730892558,0.7656165253704336,0,0,0.844366714168502,0.3179148272228917,CCNE1;IRS2
143,KEGG_2019_Mouse,Ubiquitin mediated proteolysis,1/138,0.6890476363399016,0.7656165253704336,0,0,0.8608330783688098,0.3206128656727611,UBA2
144,KEGG_2019_Mouse,Insulin signaling pathway,1/139,0.691677772462091,0.7656165253704336,0,0,0.8545517660331511,0.3150177573903958,IRS2
145,KEGG_2019_Mouse,Vascular smooth muscle contraction,1/140,0.694285793193064,0.7656165253704336,0,0,0.84836083229225,0.3095427721267212,MRVI1
146,KEGG_2019_Mouse,Fluid shear stress and atherosclerosis,1/143,0.7019790041290499,0.76638218829557,0,0,0.8303112085687779,0.2938071024701649,MEF2A
147,KEGG_2019_Mouse,Parkinson disease,1/144,0.7045003966940643,0.76638218829557,0,0,0.8244629621875131,0.2887816609670636,SLC25A4
148,KEGG_2019_Mouse,Phospholipase D signaling pathway,1/149,0.7167927879403473,0.7745210661637311,0,0,0.7964071856287425,0.265178489135397,RRAS2
149,KEGG_2019_Mouse,Cushing syndrome,1/159,0.7398731802621122,0.7860144389621377,0,0,0.7456226786932464,0.2246385801420583,CCNE1
150,KEGG_2019_Mouse,Wnt signaling pathway,1/160,0.7420757436164283,0.7860144389621377,0,0,0.7408955673558544,0.2210120821917735,CTBP2
151,KEGG_2019_Mouse,Hepatitis C,1/160,0.7420757436164283,0.7860144389621377,0,0,0.7408955673558544,0.2210120821917735,BAX
152,KEGG_2019_Mouse,RNA transport,1/167,0.7569831712067459,0.7935435835136462,0,0,0.7094004761561215,0.1975072062676457,CYFIP1
153,KEGG_2019_Mouse,Influenza A,1/168,0.7590416885782703,0.7935435835136462,0,0,0.7051167126824196,0.1943996746099274,PYCARD
154,KEGG_2019_Mouse,Calcium signaling pathway,1/189,0.7984812189323998,0.8293901693426863,0,0,0.6256848006115429,0.1408065051781769,SLC25A4
155,KEGG_2019_Mouse,NOD-like receptor signaling pathway,1/205,0.8241605872205111,0.850575990657066,0,0,0.5761418339791006,0.1114200005148475,PYCARD
156,KEGG_2019_Mouse,cAMP signaling pathway,1/211,0.832927827155997,0.8541489182937294,0,0,0.5595095523239236,0.1022829803802097,RRAS2
157,KEGG_2019_Mouse,Kaposi sarcoma-associated herpesvirus infection,1/216,0.8399009046223151,0.8558483901531186,0,0,0.5463584458988999,0.0953239037213913,BAX
158,KEGG_2019_Mouse,Thermogenesis,1/231,0.8591311377749193,0.8699378187532202,0,0,0.5103358500390524,0.0774861830841069,AKT1S1
159,KEGG_2019_Mouse,Herpes simplex virus 1 infection,2/433,0.8817158554855785,0.8872265795823635,0,0,0.5423363989601095,0.0682722530618744,BST2;BAX
160,KEGG_2019_Mouse,Cytokine-cytokine receptor interaction,1/292,0.9163667787341926,0.9163667787341926,0,0,0.4021030104738975,0.0351191063453144,TGFB1
